,00:29:23,25.7,257,322,3224,356,600,10197,879,3518,4730,1773,6417,3706,27,386,475,911,852,1542,2677,1296,973,1377,1878,2917,25,53,87,1367,229,249,576,693,453,1299,1131,2596,121,130,659,304,506,1159,4025,3557,5340,1160,1980,2187,48,68,0,1113,360,338,640,501,988,1470,1220,1119,16,33,15,5,5,24,77,109,88,196,282,780,36,0,222,185,366,377,996,930,1911,1764,3604,3535,9218,8601,17590,14723,29230,28340,55562,53163,77966,69384,86238,83702
,00:29:39,25.7,278,347,3309,337,579,9958,876,3513,4752,1747,6679,3672,46,324,466,934,829,1607,2820,1406,987,1476,1874,2961,0,44,71,1364,262,230,539,701,462,1333,1111,2561,132,112,722,332,479,1106,4187,3540,5302,1180,2049,2239,23,58,18,1060,398,281,648,504,973,1523,1221,1134,34,0,0,36,0,34,57,75,125,263,277,773,0,0,208,220,393,412,983,925,1910,1859,3596,3596,9280,8753,17181,14714,29594,27757,56503,52495,78333,69107,86191,84091
,00:29:55,25.7,322,360,3407,357,540,10238,886,3621,4631,1815,6710,3731,6,349,487,929,822,1594,2744,1379,978,1432,1906,3023,29,36,108,1332,222,286,564,725,482,1328,1103,2595,122,129,710,299,499,1169,4189,3613,5434,1216,2140,2261,37,61,32,1117,401,342,613,526,998,1466,1241,1119,0,1,0,29,5,41,82,71,135,238,278,784,0,1,201,192,401,381,1001,944,1898,1850,3614,3514,9343,8555,17334,14660,29821,27700,56064,52524,78641,69181,86805,85548
,00:30:11,25.7,306,331,3345,335,589,10153,831,3658,4762,1762,6813,3636,24,342,511,962,870,1512,2874,1413,980,1453,1927,3005,0,54,97,1403,235,276,592,715,460,1363,1198,2666,106,121,705,330,511,1167,4200,3515,5422,1218,2072,2343,33,39,12,1165,366,335,610,499,1016,1558,1187,1123,0,0,0,0,0,37,82,82,126,250,302,752,0,38,193,198,422,373,970,910,1865,1831,3675,3610,9274,8654,17466,14312,29144,28286,56154,53517,78045,69790,88193,84632
,00:30:27,25.7,314,376,3459,339,594,10251,858,3551,4735,1813,6628,3834,16,364,513,935,848,1613,2788,1403,1013,1503,1982,3036,17,58,93,1385,257,252,579,730,509,1353,1136,2595,97,143,680,346,496,1214,4208,3594,5528,1230,2063,2320,22,28,14,1121,367,315,606,524,990,1594,1214,1132,0,38,28,0,22,51,63,73,109,195,344,803,19,2,196,182,412,360,968,956,1914,1854,3627,3462,9340,8684,17260,14610,29100,28158,56185,53218,78574,69816,86893,83684
,00:30:43,25.7,303,377,3665,341,611,10276,910,3755,4851,1763,6900,3735,39,360,518,986,830,1639,2875,1424,1025,1426,1933,3054,22,45,72,1444,236,282,585,705,526,1281,1104,2673,127,126,691,349,508,1210,4260,3616,5598,1269,2186,2393,20,52,1,1123,414,297,648,517,974,1615,1258,1152,19,0,3,21,35,47,34,95,159,259,281,781,0,33,192,203,402,363,960,919,1932,1838,3566,3669,9118,8671,17075,14505,29352,27985,56398,52198,78523,69872,87232,85309
,00:30:59,25.7,322,389,3671,347,603,10496,897,3659,5037,1875,6798,3754,0,352,499,970,853,1632,2813,1419,1013,1451,1966,3059,0,37,84,1399,248,280,569,752,476,1408,1103,2694,140,127,730,330,513,1276,4310,3629,5456,1225,2119,2386,0,48,6,1133,415,301,685,503,1007,1582,1264,1130,0,0,29,0,61,49,66,86,103,264,309,794,0,39,194,184,408,389,940,937,1933,1835,3622,3554,9218,8702,17211,14801,29310,28177,55579,53206,76908,68028,86379,84263
,00:31:15,25.7,291,377,3639,355,599,10496,884,3740,4880,1827,6778,3821,12,339,512,986,877,1641,2853,1482,1043,1451,2015,3090,20,27,113,1468,254,268,588,729,488,1359,1122,2729,137,115,720,328,540,1238,4326,3716,5617,1235,2066,2342,0,78,6,1123,465,312,667,539,1006,1603,1282,1137,15,24,0,30,7,12,81,82,138,198,284,789,0,0,217,197,383,365,972,917,1928,1832,3548,3579,9265,8650,17460,14666,29097,27972,56604,53046,77385,69734,87239,83041
,00:31:31,25.7,329,359,3640,370,616,10605,919,3749,5006,1841,6720,3869,55,371,505,1014,864,1677,2922,1445,1064,1483,2004,3097,0,16,108,1472,245,298,591,712,544,1352,1175,2739,115,113,731,341,470,1183,4265,3747,5719,1240,2145,2404,18,33,2,1146,405,341,697,521,1012,1561,1249,1113,0,0,33,5,0,54,95,71,159,195,285,775,30,2,144,212,422,405,966,919,1879,1826,3629,3544,9384,8736,17371,14569,28739,28699,55164,53779,78276,69413,86823,83959
,00:31:47,25.7,305,364,3719,337,610,10637,950,3806,4895,1823,6661,3758,25,374,543,1057,848,1679,2925,1524,1044,1496,2000,3066,12,47,102,1456,277,258,627,700,480,1396,1209,2716,105,129,695,333,547,1189,4347,3818,5731,1218,2157,2340,0,0,22,1130,402,359,628,518,1059,1679,1267,1154,9,0,33,25,0,84,35,99,148,224,319,772,0,0,157,147,388,417,979,893,1924,1806,3708,3609,9138,8780,17483,14842,29274,28132,55793,53141,77262,69057,85690,83351
,00:32:03,25.7,340,370,3752,360,623,10628,959,3744,5034,1820,6757,3925,9,366,551,1058,890,1704,2891,1492,1037,1513,2078,3093,21,0,132,1448,225,300,620,767,511,1379,1179,2751,118,180,704,371,540,1230,4391,3879,5743,1301,2139,2480,45,21,55,1162,426,313,649,514,1034,1602,1269,1129,23,8,2,0,47,28,65,101,178,229,310,794,0,26,191,197,381,365,968,884,1897,1830,3614,3602,9282,8611,17445,14477,29234,28500,55776,52132,78193,69352,85552,84770
,00:32:19,25.7,360,364,3766,355,586,10629,949,3857,5216,1820,6814,3802,33,350,524,1008,914,1712,2912,1469,1107,1545,2056,3136,60,6,145,1522,235,263,600,784,513,1445,1188,2758,144,132,749,328,544,1207,4422,4006,5793,1319,2215,2381,0,95,3,1158,401,382,676,537,995,1705,1334,1166,39,6,0,2,0,55,43,109,125,235,280,751,21,0,219,173,392,384,1000,905,1872,1813,3617,3540,9282,8888,16911,14641,29010,27934,56388,52400,78236,69176,87283,84666
,00:32:35,25.7,278,389,3733,376,635,10782,914,3776,5193,1868,6891,3915,39,384,564,1040,862,1679,2986,1573,1080,1586,2092,3121,0,26,86,1462,203,300,618,792,520,1400,1138,2760,143,137,727,306,532,1216,4440,3916,5906,1315,2220,2373,0,22,46,1167,419,381,664,534,1012,1703,1335,1123,17,13,0,23,30,58,27,109,97,245,321,801,0,0,189,211,443,365,961,911,1896,1797,3576,3476,9307,8588,17240,14616,28918,27446,55870,52353,77592,69528,87150,84699
,00:32:51,25.7,284,333,3793,369,616,10875,958,3909,5208,1844,6842,4005,33,396,556,1019,882,1729,3062,1528,1086,1557,2092,3165,0,13,128,1503,223,266,589,778,502,1428,1160,2768,108,144,748,332,540,1221,4599,3911,5796,1313,2238,2416,36,59,39,1280,413,365,686,566,1059,1727,1307,1152,19,17,4,24,9,86,32,128,142,215,318,818,7,21,188,198,375,396,948,888,1923,1779,3585,3540,9250,8590,17527,14776,28864,27818,55903,52320,78176,69142,86576,85268
,00:33:07,25.7,293,377,3780,350,612,10833,987,3833,5075,1922,7026,3904,23,425,525,1015,904,1704,3059,1567,1038,1582,2130,3229,63,37,152,1546,276,286,608,792,545,1416,1232,2800,126,114,728,357,566,1256,4554,4055,5973,1280,2249,2298,0,47,28,1219,398,388,664,600,1056,1729,1319,1194,45,6,8,9,43,57,40,116,129,262,299,763,23,0,177,143,405,387,951,875,1876,1768,3612,3385,9235,8452,17260,14491,29612,27375,56739,52473,77228,69736,86075,83143
,00:33:23,25.7,297,379,3770,358,633,10920,956,3948,5137,1900,6920,3917,91,360,544,1066,875,1762,3101,1560,1076,1552,2155,3165,0,42,108,1521,229,276,634,744,522,1434,1184,2827,126,103,755,297,545,1270,4487,4135,5953,1373,2214,2348,26,64,37,1198,420,376,725,579,1031,1711,1358,1137,32,0,16,32,6,37,80,106,108,221,320,823,0,22,200,235,392,381,991,911,1876,1801,3663,3643,9050,8609,16867,14465,29147,28024,55508,51988,76975,67501,86159,81824
,00:33:39,25.7,322,356,3816,360,630,10913,965,3949,5207,1883,6993,3994,48,405,576,1108,923,1811,3025,1576,1128,1525,2179,3212,21,7,122,1569,207,280,663,784,526,1443,1226,2866,123,151,755,358,599,1303,4501,4036,6088,1335,2196,2372,21,62,0,1254,435,367,705,615,1076,1747,1286,1173,20,21,36,0,29,64,46,89,156,201,268,749,0,20,157,171,404,383,963,875,1957,1816,3640,3504,9217,8576,17436,14437,29357,27710,55670,51833,77783,69451,87103,85505
,00:33:55,25.7,322,359,3746,365,644,10970,994,4060,5230,1907,7095,4016,32,415,571,1090,913,1714,3109,1585,1133,1544,2165,3353,27,13,105,1588,270,307,604,803,557,1424,1230,2840,122,152,793,363,550,1260,4634,4134,5969,1341,2253,2370,50,65,20,1230,428,307,693,581,1089,1790,1304,1157,18,0,13,46,0,20,53,113,128,221,312,845,20,32,201,174,388,390,919,914,1903,1773,3584,3500,9202,8604,17031,14425,28820,27618,54732,52702,78468,68571,86343,84836
,00:34:11,25.7,335,348,3768,402,640,11039,989,3926,5323,1931,7163,4071,35,365,573,1067,894,1838,3116,1563,1101,1576,2192,3367,0,49,86,1614,288,279,635,815,456,1488,1211,2857,150,144,787,364,557,1224,4573,4189,6138,1376,2314,2389,10,36,21,1248,433,370,695,622,1066,1756,1318,1192,33,18,19,1,21,75,84,131,119,232,270,755,0,6,176,131,376,368,957,921,1917,1828,3624,3530,9416,8482,17036,14677,29284,27727,55556,51709,76362,68974,87783,84693
,00:34:27,25.7,337,380,3902,397,624,11182,955,3959,5393,2022,7189,4052,40,408,525,1123,896,1830,3119,1593,1077,1614,2228,3293,2,27,103,1586,280,279,664,808,553,1452,1272,2850,108,105,777,341,555,1273,4707,4158,6224,1386,2287,2350,27,50,24,1246,461,366,699,624,1108,1854,1299,1158,29,35,0,0,36,42,87,61,106,226,297,774,0,35,209,171,391,366,979,913,1922,1812,3641,3553,9188,8713,17476,14550,29043,27641,55320,52128,77961,68787,86004,85963
,00:34:43,25.8,318,354,3831,409,638,11260,977,4046,5535,1925,7188,4073,24,425,590,1116,881,1864,3202,1635,1067,1622,2191,3290,0,13,121,1671,264,317,631,807,581,1495,1251,2849,147,182,754,369,564,1305,4707,4215,6203,1380,2327,2413,29,78,24,1257,474,388,732,613,1078,1808,1372,1179,9,36,28,0,32,9,54,93,142,220,293,787,29,0,169,169,393,427,971,844,1898,1817,3510,3557,9075,8650,17558,14658,29111,28187,55493,52437,78599,68560,85722,86937
,00:34:59,25.8,311,423,3876,415,656,11132,1057,4141,5688,1976,7296,4151,17,402,530,1105,957,1814,3229,1580,1149,1614,2262,3254,7,0,100,1679,280,311,637,778,497,1429,1240,2881,91,195,774,361,578,1298,4631,4188,6241,1371,2332,2428,31,69,16,1266,440,347,696,614,1171,1810,1308,1190,0,39,19,0,0,36,60,63,156,237,331,814,20,2,211,185,376,360,968,937,1908,1740,3602,3538,9042,8512,17597,14370,29073,27440,55916,51914,77859,68719,85180,84633
,00:35:15,25.8,321,383,3829,394,682,11290,1004,4135,5618,2020,7430,4135,64,370,532,1105,946,1897,3264,1635,1206,1635,2221,3400,32,36,120,1630,286,314,651,843,560,1449,1263,2874,156,196,754,340,553,1317,4823,4133,6268,1386,2354,2397,42,81,0,1275,447,400,727,596,1082,1828,1337,1240,18,4,4,35,13,29,58,87,115,221,297,773,40,24,173,208,387,388,945,904,1901,1784,3635,3506,9201,8650,17476,14210,28959,27643,54760,52556,78131,69100,84976,84454
,00:35:31,25.8,364,398,3904,376,663,11265,984,4089,5723,1953,7441,4231,51,417,588,1101,988,1844,3215,1713,1172,1656,2177,3438,29,26,145,1661,276,281,659,824,565,1489,1268,2823,125,157,791,376,588,1397,4814,4260,6301,1406,2348,2429,0,60,25,1260,481,365,724,590,1095,1784,1380,1205,24,0,0,0,0,47,77,90,118,247,304,760,16,0,185,208,400,357,967,955,1863,1768,3557,3470,9093,8343,17357,14433,29111,27369,55316,53053,77549,68282,86348,83014
,00:35:47,25.8,358,409,3896,375,641,11457,996,4054,5594,1984,7382,4175,23,406,569,1140,994,1907,3341,1675,1161,1656,2250,3476,45,25,87,1719,285,274,670,802,563,1513,1280,2901,131,150,795,392,600,1311,4781,4393,6378,1366,2415,2507,25,27,30,1239,492,380,727,619,1138,1878,1433,1210,20,0,27,18,14,60,77,99,110,230,302,758,14,0,168,195,346,390,968,911,1881,1786,3636,3638,9257,8739,17544,14415,29053,28012,56788,52409,79810,69156,86308,84422
,00:36:03,25.8,311,372,3929,406,660,11434,1057,4193,5733,1945,7472,4201,31,393,552,1167,1006,1896,3365,1677,1142,1679,2263,3492,27,20,164,1646,258,329,674,850,527,1522,1281,3020,148,133,753,372,597,1365,4675,4416,6435,1430,2334,2415,48,105,20,1299,440,387,743,666,1112,1864,1402,1195,15,0,0,0,33,24,50,85,136,234,270,760,30,14,201,168,399,391,919,837,1878,1818,3564,3504,9247,8518,17236,14359,29034,27635,56493,52145,76570,68624,85188,84750
,00:36:19,25.8,307,426,3830,384,690,11333,1004,4183,5786,2040,7531,4103,18,408,591,1116,1019,1912,3248,1675,1206,1656,2371,3534,0,63,124,1624,280,288,710,872,548,1478,1283,2942,127,177,812,369,557,1359,4620,4399,6391,1436,2437,2448,35,85,18,1272,469,351,765,660,1127,1910,1418,1197,49,39,0,19,0,23,66,116,101,237,282,791,32,0,205,173,417,382,973,872,1827,1746,3523,3495,9186,8588,17066,14269,29273,27971,54271,51621,77915,68705,86661,86939
,00:36:35,25.8,357,417,3975,387,665,11607,1038,4265,5729,2065,7384,4255,25,446,607,1169,1003,1891,3350,1695,1223,1669,2275,3550,7,22,141,1633,292,335,670,862,577,1545,1290,2987,133,166,749,344,583,1412,4676,4368,6344,1426,2434,2437,0,53,32,1272,430,363,759,660,1121,1852,1430,1194,0,0,16,63,28,60,33,108,104,250,311,792,3,9,174,179,382,357,942,891,1915,1793,3552,3466,9289,8631,17471,14513,29219,27624,56153,52717,78084,69394,86390,85126
,00:36:51,25.8,296,424,3927,399,728,11573,1041,4207,5797,2006,7381,4190,36,428,584,1173,1057,1923,3384,1648,1235,1670,2396,3519,30,0,136,1685,295,329,630,843,580,1551,1296,2932,116,185,792,385,619,1373,4697,4443,6387,1485,2457,2493,0,22,21,1281,492,387,756,630,1165,1874,1397,1209,0,0,0,16,0,16,61,90,130,235,323,743,20,0,184,205,390,350,965,913,1892,1807,3634,3527,9086,8668,17289,14505,28987,26965,54602,51885,79091,67811,86251,83883
,00:37:07,25.8,320,412,3960,372,689,11945,1082,4363,5826,1991,7272,4235,68,387,614,1149,1028,1965,3348,1729,1208,1688,2410,3604,18,18,171,1707,277,315,655,859,574,1552,1315,2970,125,174,795,397,630,1370,4617,4398,6249,1447,2501,2549,57,43,0,1306,473,398,806,662,1130,1860,1485,1188,0,0,0,53,33,60,55,109,90,271,311,781,0,5,181,155,407,349,957,912,1886,1809,3582,3454,8958,8681,17005,14374,28542,27674,55659,52244,77280,68888,85755,83234
,00:37:23,25.8,309,441,3964,422,638,11758,1056,4286,5742,2047,7349,4373,48,448,561,1155,1038,2000,3396,1717,1237,1741,2375,3520,22,4,96,1749,285,326,703,867,564,1534,1329,2979,124,163,824,410,619,1352,4713,4468,6429,1434,2499,2547,36,65,47,1320,474,366,776,636,1182,2001,1414,1211,4,23,29,0,0,44,41,64,130,233,304,759,13,0,196,192,358,400,951,883,1858,1775,3573,3487,9296,8641,17206,14443,28758,27325,55764,51885,75790,68967,86768,83760
,00:37:39,25.8,340,405,3999,402,675,11374,1068,4291,5878,2010,7387,4315,32,455,589,1235,1020,1991,3417,1738,1249,1663,2322,3598,2,16,135,1706,250,355,711,850,552,1553,1322,2982,139,181,858,403,611,1419,4729,4486,6506,1477,2467,2495,35,47,0,1315,463,399,770,634,1164,1892,1451,1224,19,14,32,0,21,62,90,102,133,242,295,781,0,0,197,196,393,361,955,860,1872,1790,3517,3502,9011,8467,17517,14325,29040,27887,55269,51889,77771,69034,86224,83384
,00:37:55,25.8,326,403,3931,394,676,11825,1076,4375,6035,2071,7432,4242,29,435,632,1160,1043,1985,3483,1766,1223,1720,2413,3633,0,43,182,1731,267,339,711,911,563,1563,1339,3067,201,162,837,419,628,1461,4763,4474,6796,1466,2514,2583,32,80,12,1336,495,377,788,648,1175,1963,1444,1216,0,18,0,8,0,6,42,99,140,259,289,765,0,0,183,191,388,383,927,878,1917,1807,3656,3470,9038,8479,16810,14379,28865,27719,55737,52066,77274,68622,86599,83369
,00:38:11,25.8,376,433,3901,410,732,11714,1075,4436,5958,2083,7563,4378,22,450,601,1168,1052,2004,3469,1751,1275,1725,2408,3597,0,62,159,1717,262,350,726,902,562,1598,1362,3049,145,182,794,426,622,1427,4739,4631,6828,1452,2456,2578,2,41,0,1315,497,428,794,634,1167,1973,1497,1203,31,5,0,11,38,68,52,106,99,231,270,749,10,19,214,169,399,405,936,897,1872,1806,3600,3505,9235,8694,17329,14103,29175,28078,55756,52483,77981,68459,86395,82615
,00:38:27,25.8,390,437,3839,436,721,11860,1077,4405,6051,2078,7522,4294,6,463,604,1187,1057,1915,3551,1751,1306,1797,2305,3590,59,36,109,1748,325,333,688,958,584,1544,1387,3119,158,200,860,465,621,1463,4848,4667,6794,1520,2583,2546,24,37,32,1321,482,392,803,652,1165,1976,1503,1219,22,3,32,31,22,40,36,84,100,250,278,744,5,0,170,145,376,358,993,907,1896,1780,3508,3558,9164,8630,17171,14223,29245,27522,55670,52298,76452,68982,87489,84617
,00:38:43,25.8,378,437,4025,404,708,11908,1036,4439,6073,2097,7520,4252,6,478,640,1208,1078,2031,3552,1772,1301,1747,2376,3570,21,43,154,1773,289,322,720,879,536,1639,1360,3030,164,165,821,404,630,1460,4925,4694,6854,1544,2645,2598,46,62,0,1379,504,386,780,664,1185,2020,1467,1241,0,12,23,3,0,71,48,71,110,236,297,766,32,26,167,190,396,368,931,888,1823,1788,3578,3502,9212,8502,17002,14275,28933,27351,55320,50973,76239,70209,86167,84873
,00:38:59,25.8,341,426,3986,402,687,12122,1055,4469,6020,2118,7649,4304,28,431,618,1219,1074,2018,3609,1780,1272,1809,2360,3619,25,71,163,1686,297,343,705,920,584,1581,1346,3123,169,166,862,403,628,1432,4865,4847,6676,1515,2545,2581,58,32,21,1374,503,390,776,695,1201,2007,1498,1253,7,0,0,16,9,62,81,72,145,235,299,763,3,32,189,186,391,352,961,845,1887,1774,3613,3491,8957,8343,17120,13973,29073,27428,55082,51060,77800,68637,86391,84029
,00:39:15,25.8,377,441,3901,393,725,12101,1109,4541,6067,2128,7470,4364,15,491,677,1208,1104,2080,3616,1822,1252,1788,2499,3631,18,36,131,1721,328,318,738,948,584,1607,1431,3138,125,127,842,372,651,1402,4971,4787,6944,1585,2624,2582,34,23,4,1365,486,410,803,650,1202,2046,1489,1187,32,54,4,0,13,57,62,79,132,260,315,759,33,19,208,208,373,407,942,882,1890,1720,3547,3424,9073,8696,17137,14129,29837,27063,55329,51683,77687,68941,86114,83196
,00:39:31,25.8,356,407,4012,424,761,12394,1113,4561,6133,2092,7681,4425,20,473,639,1231,1091,2081,3638,1812,1310,1789,2466,3637,17,53,158,1750,322,337,730,892,562,1610,1409,3083,145,179,901,447,630,1481,4971,4655,6961,1647,2634,2570,54,75,7,1373,463,392,799,645,1257,2032,1516,1246,12,29,0,0,0,11,67,89,102,254,307,745,0,0,198,167,390,367,932,884,1873,1764,3627,3410,9041,8363,17418,14108,28451,27485,56017,51843,76364,68861,85557,84212
,00:39:47,25.8,331,479,3939,418,737,12269,1154,4565,5985,2178,7814,4388,42,473,628,1275,1085,2138,3660,1757,1326,1835,2498,3804,23,17,126,1758,336,337,743,905,584,1664,1313,3126,150,186,897,448,672,1471,5082,4688,6937,1552,2678,2631,41,56,32,1390,516,421,808,673,1253,2014,1544,1211,0,0,2,0,0,11,86,108,104,200,287,744,0,22,205,183,370,390,935,871,1864,1717,3618,3449,9190,8480,16996,14083,28972,27499,54307,52131,77248,68292,86273,83852
,00:40:03,25.8,383,396,4014,439,747,11962,1150,4524,6065,2162,7849,4450,19,470,653,1310,1113,2047,3594,1867,1320,1809,2492,3643,46,39,119,1801,307,362,750,944,589,1636,1382,3105,127,181,901,472,650,1449,5046,4842,7212,1548,2762,2629,31,69,16,1315,480,393,810,682,1284,2098,1464,1257,38,13,49,20,5,38,81,75,157,220,266,757,0,0,170,209,379,392,936,866,1851,1811,3615,3421,8940,8439,17617,14257,28878,27375,55393,52203,77305,67395,86335,84938
,00:40:19,25.8,335,451,4102,415,771,12325,1163,4519,6441,2185,8014,4386,10,457,634,1299,1142,2073,3622,1861,1312,1777,2524,3726,41,0,135,1850,327,344,713,932,599,1648,1409,3098,150,164,873,439,663,1497,5041,4869,7218,1560,2713,2650,37,45,0,1394,460,458,841,700,1261,2119,1551,1252,20,0,0,28,37,43,51,90,115,214,292,774,23,0,154,187,405,376,940,877,1806,1739,3548,3402,9076,8514,17085,14339,28852,27394,55907,50794,76741,67991,86040,84957
,00:40:35,25.8,362,445,4085,397,737,12251,1152,4633,6522,2185,7850,4447,42,444,664,1317,1165,2104,3735,1852,1298,1816,2475,3710,12,30,115,1860,308,345,771,919,580,1660,1359,3149,186,185,840,447,682,1476,5187,4795,7199,1586,2721,2650,59,48,6,1419,531,408,831,716,1237,2099,1552,1232,0,16,0,63,0,60,70,101,106,231,323,787,0,0,169,209,380,355,965,934,1885,1731,3596,3371,8930,8447,17475,13912,28635,27656,55055,50850,76065,67740,86949,84166
,00:40:51,25.8,400,452,4114,409,730,12215,1166,4541,6505,2138,8161,4422,55,464,676,1261,1153,2079,3705,1844,1308,1835,2585,3850,0,41,166,1854,308,368,745,933,585,1645,1389,3285,135,207,870,469,678,1471,5194,4910,7195,1642,2738,2628,22,63,22,1394,530,471,840,706,1269,2152,1518,1275,37,16,18,0,2,28,87,108,127,215,278,754,0,25,192,176,353,367,968,899,1852,1766,3555,3523,8910,8523,17308,13975,29088,27015,55056,51488,76885,67965,85871,84286
,00:41:07,25.9,376,437,4128,453,779,12383,1156,4635,6508,2164,7968,4508,33,492,696,1317,1167,2131,3755,1884,1324,1784,2581,3890,30,15,125,1889,314,348,746,929,569,1641,1425,3122,164,190,924,450,689,1529,5133,4979,7151,1566,2808,2587,30,57,18,1409,488,398,849,688,1293,2085,1607,1251,37,0,26,0,21,14,42,123,124,215,279,773,0,17,167,202,348,371,915,918,1864,1761,3556,3438,8993,8642,17076,13956,28850,26920,54996,50373,77094,68818,85000,84997
,00:41:23,25.9,366,406,4203,475,755,12458,1208,4767,6627,2127,8155,4536,15,462,650,1337,1154,2135,3793,1835,1341,1845,2564,3834,0,57,147,1910,330,353,739,959,594,1676,1372,3163,167,223,937,452,690,1568,5180,4980,7339,1622,2847,2662,28,53,34,1408,517,446,845,715,1297,2146,1572,1311,12,0,38,0,32,15,5,121,126,224,316,739,0,54,179,187,359,401,974,891,1856,1741,3552,3388,9071,8520,17331,13965,28866,27662,54159,52154,77513,68332,86713,83932
,00:41:39,25.9,340,416,4288,432,791,12516,1181,4746,6594,2218,8062,4495,45,513,696,1317,1169,2170,3803,1941,1368,1898,2589,3880,0,48,141,1902,301,365,777,980,617,1728,1382,3293,174,167,901,505,673,1546,5307,4931,7426,1625,2740,2749,29,68,34,1433,522,431,854,734,1259,2141,1567,1294,0,26,21,33,39,59,64,75,124,257,299,801,0,0,165,159,325,359,969,882,1907,1759,3417,3431,9079,8546,17191,14043,28822,27181,55402,51223,76574,68422,85695,84472
,00:41:55,25.9,342,478,4394,444,772,12277,1252,4751,6699,2190,8162,4540,35,472,697,1292,1167,2178,3818,1956,1388,1918,2588,3856,0,67,115,1952,319,386,788,957,595,1692,1394,3261,152,207,942,450,704,1575,5263,4925,7479,1622,2837,2661,9,66,43,1371,521,430,854,692,1286,2144,1586,1281,23,0,0,0,12,58,45,101,155,256,318,759,41,12,202,192,424,373,1007,911,1867,1756,3545,3387,9151,8459,17202,14043,28810,27060,56560,51279,77365,66990,86344,82557
,00:42:11,25.9,350,431,4422,455,817,12642,1240,4740,6734,2194,8256,4554,18,536,649,1383,1212,2214,3877,1837,1405,1912,2659,3873,0,14,144,1930,330,350,784,966,623,1701,1402,3213,113,186,895,463,660,1540,5216,5031,7449,1660,2870,2712,0,91,3,1418,508,468,865,724,1297,2208,1604,1289,0,36,31,0,26,42,89,109,162,257,313,777,0,8,207,184,394,401,977,905,1859,1737,3588,3539,9179,8650,17273,14062,28512,27354,55468,51690,77172,68419,86267,85002
,00:42:27,25.9,367,469,4420,442,808,12740,1228,4813,6739,2199,8316,4465,61,488,714,1370,1186,2200,3882,1921,1378,1889,2650,3917,0,53,148,1998,303,357,752,1004,620,1694,1472,3213,128,200,932,482,687,1591,5455,5016,7611,1652,2829,2732,25,43,23,1482,535,447,852,746,1334,2200,1617,1309,0,39,0,2,23,52,36,104,95,229,293,777,29,0,211,207,409,384,954,841,1902,1732,3587,3414,8979,8427,17083,14103,28590,27365,55595,52535,77852,68103,85796,83065
,00:42:43,25.9,413,433,4518,445,780,12690,1217,4817,6676,2192,8339,4597,56,514,702,1341,1224,2201,3801,1999,1361,1895,2653,3992,19,44,135,1991,286,379,749,998,604,1720,1475,3291,140,225,949,465,690,1631,5454,5092,7561,1663,2845,2699,11,33,0,1459,518,443,896,746,1325,2254,1616,1281,5,0,0,16,19,39,43,77,111,234,294,754,0,0,157,154,363,381,981,911,1864,1741,3473,3522,8940,8478,17116,14304,28846,27272,55376,51627,78071,68447,86887,84463
,00:42:59,25.9,349,450,4543,437,755,12928,1238,4848,6771,2266,8206,4632,40,506,728,1361,1249,2210,3810,1985,1346,1904,2677,3911,4,70,171,2004,328,378,813,965,637,1724,1416,3254,144,200,945,494,714,1601,5551,5091,7672,1681,2820,2730,49,72,44,1430,496,446,889,729,1308,2271,1589,1301,1,18,39,38,36,17,88,108,122,235,265,789,46,6,179,185,370,357,945,850,1831,1736,3548,3488,9059,8495,16916,14201,27930,27684,55753,50359,77132,68953,85756,83531
,00:43:15,25.9,350,465,4410,424,781,12891,1248,4860,6845,2254,8424,4569,52,510,725,1356,1194,2293,3925,1965,1383,1980,2720,3976,19,25,135,2066,302,370,798,1020,647,1732,1471,3198,155,186,924,477,736,1625,5559,5209,7720,1714,2918,2737,43,54,34,1422,544,440,932,731,1298,2208,1631,1288,0,0,0,0,31,62,52,61,146,215,287,789,41,0,173,204,408,364,967,862,1847,1791,3543,3333,9115,8524,17150,14038,28760,27154,55243,52055,77393,68632,85828,84582
,00:43:31,25.9,349,471,4486,482,797,12908,1251,4899,6767,2234,8195,4551,59,540,726,1372,1207,2255,4019,1976,1422,1912,2720,4011,38,4,173,2016,307,374,780,985,638,1749,1548,3321,149,232,910,498,741,1574,5643,5207,7661,1652,2911,2711,25,57,20,1478,543,435,927,732,1304,2243,1587,1338,32,0,0,2,13,2,106,72,115,260,264,812,0,26,155,137,389,350,930,873,1854,1723,3566,3419,8877,8536,17066,13935,28614,27310,54834,50494,75730,69690,86423,83643
,00:43:47,25.9,403,473,4483,448,802,12912,1322,4889,6922,2251,8020,4521,24,513,726,1432,1217,2236,4038,2028,1426,1912,2720,3988,36,56,180,2060,306,435,826,1027,647,1792,1517,3301,159,218,991,520,751,1654,5543,5163,7706,1678,2929,2745,5,66,40,1498,557,401,888,734,1370,2274,1606,1298,3,0,0,16,40,54,49,108,120,226,263,775,0,0,187,207,379,381,957,909,1883,1713,3557,3510,9084,8514,17492,13988,29374,27379,54304,51443,77212,67840,84712,84324
