,00:24:35,25.7,6741,7127,16242,5151,9504,6956,16725,10061,17479,10977,7272,11751,12191,10519,10991,9815,16236,9944,8312,15908,15844,6147,20312,10035,9332,8283,11613,8035,11425,8952,9907,10241,4190,10065,8476,10202,1668,17095,6175,8811,11639,3468,16367,10626,4838,1593,10624,11952,2439,6066,2525,3800,5477,8596,4891,6133,3034,4346,3792,9608,5553,7386,5127,7630,10211,3257,6339,6899,5462,7049,6463,7987,241,0,75,137,22,327,55,828,142,1704,216,3193,710,7865,1797,14663,3006,28313,6511,53286,8696,72890,7080,12558
,00:24:51,25.7,6803,7141,16689,5110,9397,6838,16787,10164,17486,10793,7250,12012,12319,10650,11057,10058,16764,10404,8247,16058,15555,6378,20395,10254,9216,8442,11592,8066,11508,8916,10081,10344,4143,10087,8576,10354,1676,17186,6233,8715,11406,3443,17118,10669,4758,1577,11000,12135,2408,6049,2633,3715,5540,8540,5026,6435,3090,4421,3811,9721,5714,7576,5069,7802,10169,3243,6273,6892,5548,7070,6666,7927,284,8,0,194,58,331,0,824,154,1631,203,3152,684,7994,1856,14737,2972,28186,6496,53247,8448,73188,6908,12574
,00:25:07,25.7,6768,7257,16750,5212,9729,7016,17207,9985,17502,11038,7338,11974,12368,10379,11013,10085,16515,10294,8224,16097,15828,6181,20737,10303,9462,8457,11856,8056,11341,9169,9868,10762,4270,10022,8492,10357,1683,17129,6362,9031,11635,3478,16887,10818,4799,1598,10985,12122,2483,6107,2606,3818,5514,8616,5017,6300,3277,4527,3969,9893,5665,7561,5378,8048,10398,3197,6273,7076,5510,7211,6601,8098,294,0,43,156,15,312,45,837,111,1701,221,3176,654,7743,1830,14480,2971,28407,6651,52164,8754,73096,6881,12540
,00:25:23,25.7,6874,7394,16303,5128,9592,7028,17112,9907,17840,10793,7166,11823,12491,10682,11067,10168,16827,10262,8224,16278,15812,6343,20630,10305,9387,8442,12020,8131,11236,9184,10034,10461,4250,10248,8454,10490,1674,17220,6257,8762,11984,3557,16657,10517,4866,1622,11304,12253,2494,6242,2642,3736,5698,8939,5091,6470,3258,4497,3974,10055,5810,7597,5423,8082,10205,3217,6484,7050,5627,7246,6788,8157,327,1,25,204,59,301,68,845,135,1674,191,3252,673,7937,1793,14652,2862,28811,6651,52094,8779,72492,6911,12404
,00:25:39,25.7,6874,7331,16711,5177,9526,6974,17111,10191,17798,11258,7420,12165,12376,10655,11090,10382,16806,10376,8321,16346,16161,6372,20923,10382,9589,8439,11841,8149,11587,9161,10359,10954,4370,10251,8623,10670,1721,17644,6373,9003,11862,3536,17111,10869,4914,1623,11111,12532,2497,6329,2714,3831,5845,8707,5124,6635,3228,4478,4029,9913,5818,7699,5394,8163,10439,3284,6441,7191,5748,7135,6898,8230,241,0,43,168,51,334,20,808,131,1671,216,3221,660,7955,1833,14405,2909,28122,6429,52741,8844,72900,6816,12411
,00:25:55,25.7,6898,7412,17223,5286,9646,7014,17622,10257,17725,11049,7539,12507,12534,10786,11376,10406,17181,10654,8324,16262,16086,6224,20923,10602,9724,8617,12216,8297,11688,9139,10223,11001,4289,10090,8612,10634,1712,17061,6361,9094,12045,3520,16736,10841,4913,1634,11306,12305,2561,6373,2676,3862,5802,8697,5280,6654,3382,4515,4058,10014,5840,7861,5464,8215,10437,3205,6590,7073,5721,7388,6948,8343,236,54,41,175,43,333,10,786,128,1719,195,3211,687,7732,1859,14652,2991,27570,6441,52551,8845,73913,6805,12560
,00:26:11,25.7,6870,7497,17413,5159,9836,7204,17347,10180,18215,11097,7979,12463,12899,10756,11413,10443,17029,10397,8583,16585,16330,6413,20828,10720,9609,8607,12223,8230,11810,9285,10158,10736,4465,10445,8609,10758,1675,17549,6418,9022,11828,3595,17173,10896,5050,1660,11440,12392,2510,6411,2706,4092,5921,8859,5124,6793,3370,4599,4114,10163,5947,7804,5481,8065,10645,3372,6665,7135,5694,7252,7133,8319,248,22,50,167,47,332,62,837,109,1684,246,3092,639,7969,1884,14759,2936,27769,6532,52170,8754,73261,6858,12657
,00:26:27,25.7,6993,7484,16979,5264,9765,7160,17562,10334,17931,11098,8603,12159,12884,10852,11533,10621,16909,10722,8494,16326,16433,6327,21322,10516,9652,8773,12335,8346,11874,9393,10269,11068,4423,10485,8754,10932,1750,17764,6611,9022,12071,3651,17236,11089,5108,1638,11454,12498,2567,6445,2729,4016,5930,8900,5280,6704,3437,4560,4101,10319,6112,8052,5537,8258,10739,3311,6469,7178,6121,7425,7348,8529,258,14,16,173,56,311,60,841,136,1650,178,3255,681,7891,1828,14575,2921,28095,6570,52505,8910,72250,6730,12457
,00:26:43,25.7,7038,7611,16914,5281,9899,7249,17773,10496,18228,11175,8953,12309,12758,11060,11660,10584,16826,10848,8788,16599,16602,6368,22045,10789,9708,8685,12273,8312,11940,9359,10441,10942,4479,10630,8693,10967,1801,17726,6456,9301,12303,3604,17057,10980,5182,1652,11705,12775,2619,6545,2715,3925,5996,9252,5360,6851,3470,4606,4140,10527,6061,8071,5516,8146,10700,3386,6877,7241,6001,7515,7226,8480,290,0,17,184,32,329,31,877,128,1698,210,3190,672,7970,1798,14475,2899,28100,6451,53265,9013,74262,6965,12290
,00:26:59,25.7,7091,7499,17130,5220,9816,7247,17890,10391,17905,11166,8999,12626,13059,11192,11811,10419,17076,10906,8738,16488,16737,6413,22009,10614,9745,9008,12515,8417,11793,9342,10362,10999,4501,10528,8995,11095,1748,17863,6592,9442,12158,3637,17547,11073,5201,1670,11857,12959,2605,6574,2737,4119,6165,9301,5462,7026,3539,4639,4364,10588,6157,8210,5764,8257,10762,3389,6703,7316,6022,7618,7364,8638,270,0,34,164,26,319,18,814,115,1685,209,3220,659,7876,1843,14744,3061,28459,6637,52293,8815,73112,6858,12556
,00:27:15,25.7,7031,7650,16972,5369,10175,7282,18263,10342,18587,11317,9154,12664,13081,11159,11730,10676,17273,10745,8733,16800,16731,6506,21695,10760,9791,8804,12268,8573,12144,9431,10477,11254,4453,10664,9088,11214,1733,18119,6609,9440,12355,3616,17546,11266,5272,1695,11876,12906,2616,6658,2830,4200,6351,9084,5570,7060,3663,4741,4389,10663,6307,8273,5750,8347,10796,3400,6831,7396,6138,7698,7343,8749,283,25,10,144,38,321,45,858,143,1668,204,3121,655,7930,1766,14596,2979,28468,6405,51812,9094,71881,6951,12661
,00:27:31,25.7,6991,7718,17527,5396,10265,7370,18119,10702,18401,11518,10384,12516,13098,11181,11809,10877,17555,10989,8949,16908,16841,6445,22393,10929,9633,8910,12604,8353,11773,9433,10775,11192,4633,10880,9168,11333,1790,18418,6732,9434,12411,3687,17464,11325,5349,1698,12130,13097,2692,6659,2814,4250,6320,9254,5589,7158,3722,4814,4402,10572,6312,8149,5703,8636,11009,3367,6970,7225,6065,7699,7427,8880,231,0,17,194,62,349,57,805,83,1697,194,3283,651,7885,1769,14361,3016,27946,6478,52480,8997,72601,6900,12451
,00:27:47,25.7,7288,7516,17544,5331,10278,7269,18263,10892,18190,11539,10718,12933,13256,10952,11870,10583,17247,10893,8902,16842,16761,6547,21915,10971,9677,8810,12611,8300,11841,9452,10691,11217,4587,10789,9520,11182,1841,18897,6452,9637,12353,3665,18063,11526,5323,1678,12050,13138,2651,6717,2816,4250,6264,8924,5465,7367,3678,4858,4551,10926,6360,8430,6016,8563,11121,3480,6914,7220,6166,7783,7616,8667,238,0,44,171,0,357,12,808,110,1661,139,3182,664,7844,1883,14534,2940,28897,6291,51807,9150,73502,7204,12609
,00:28:03,25.7,7306,7766,17698,5421,10347,7418,18438,10684,18543,11620,10867,12994,13439,11329,11821,10913,17608,11145,8707,16940,16999,6486,22020,10965,9695,8963,12781,8665,12037,9529,10865,11302,4624,10892,9535,11635,1858,18756,6431,9611,12372,3755,17647,11289,5410,1721,12296,13282,2736,6695,2830,4299,6442,9446,5665,7286,3766,4833,4580,10887,6550,8356,5874,8614,10945,3450,6770,7399,6108,7903,7593,8985,308,8,0,175,35,302,12,806,126,1623,185,3179,667,7947,1805,14472,2930,28664,6363,52810,9188,71713,6936,12653
,00:28:19,25.7,7222,8058,17685,5438,10466,7469,18425,10889,18476,11574,11059,12952,13291,11173,11970,11017,17753,10935,9107,16928,17407,6617,22240,11370,9962,9151,12836,8681,12488,9696,10930,11435,4596,10825,9523,11545,1818,18513,6390,9763,12345,3746,17975,11677,5434,1698,12347,13426,2699,6932,2850,4387,6542,9688,5625,7221,3938,4878,4649,11243,6547,8449,5942,8740,10955,3526,7098,7457,6215,7867,7933,9007,295,17,23,159,27,340,43,835,121,1638,203,3208,638,7826,1906,14456,2926,29138,6504,51629,9173,72843,6851,12513
,00:28:35,25.7,7260,7973,17843,5453,10304,7492,18872,10835,18796,11979,11122,13025,13874,11505,11987,11145,17860,11313,8880,16674,17417,6637,22556,11013,10088,9254,12892,8792,12320,9742,10913,11431,4638,11000,9419,11716,1870,18712,6535,9778,12672,3857,17664,11602,5430,1762,12441,13652,2751,6791,2822,4369,6554,9783,5700,7527,3878,4927,4576,11137,6825,8568,5757,8943,11308,3474,7160,7430,6243,7930,7919,9103,225,0,0,182,8,331,45,785,144,1697,232,3231,703,7787,1812,14647,3006,28393,6664,51671,9395,72040,7047,12537
,00:28:51,25.7,7381,8089,17678,5476,10270,7475,18839,10808,18915,11864,10995,13003,13476,11588,12192,11117,18241,11423,8833,17219,17245,6814,22530,11247,10074,9169,13270,8763,12261,9794,11161,11368,4727,11354,9512,11813,1865,18894,6653,9951,12551,3835,18228,11775,5484,1742,12397,13494,2753,7029,2827,4408,6634,9752,5885,7506,3911,4890,4791,11378,6584,8585,6097,8901,11240,3514,7039,7599,6316,7901,8080,9290,290,53,55,177,8,325,51,867,99,1669,218,3111,629,7995,1801,14706,2934,28075,6506,51528,9275,72755,7006,12542
,00:29:07,25.7,7426,8092,17926,5512,10635,7695,18848,11069,19128,11861,11342,13120,13754,11476,12187,11313,17822,11140,9039,17483,17807,6632,22959,11262,10122,9271,13121,8643,12755,9719,11363,11438,4716,11174,9633,11858,1924,19140,6559,9874,12470,3922,18174,11809,5475,1764,12537,13509,2786,7142,2924,4448,6545,9788,5902,7522,4139,5027,4751,11343,6741,8736,6035,9052,11542,3493,7230,7511,6310,8217,8222,9299,259,13,9,155,16,307,17,841,131,1677,222,3195,666,7772,1825,14603,2934,27779,6542,51423,9319,71659,6963,12610
,00:29:23,25.7,7266,7987,17808,5543,10466,7629,19131,10900,19071,12362,11449,13090,13713,11728,12239,11257,18139,11600,8896,17167,17527,6537,22814,11598,10038,9258,13260,8710,12641,9954,11095,11656,4789,11338,9422,11394,1921,18682,6666,10048,12673,3843,18525,11773,5603,1755,12684,13879,2732,7039,2979,4511,6666,9856,5929,7660,4234,4933,4763,11555,6790,8761,6157,8988,11281,3501,7155,7790,6423,7926,8011,9487,246,22,24,173,65,325,34,824,90,1662,199,3189,668,7652,1781,14384,3060,28145,6403,51450,9418,73717,6993,12507
,00:29:39,25.7,7355,8178,17960,5586,10397,7732,19150,11108,18946,12130,11803,13197,13699,11526,12339,11320,18175,11586,9073,17437,17938,6781,22813,11576,10080,9412,13436,8930,12638,9678,11399,11708,4812,11165,9431,12056,1849,19226,6709,10387,12813,4020,17768,11530,5535,1745,12816,13753,2760,7079,3000,4480,6552,9728,5949,7751,4172,5057,4880,11425,6940,8790,6137,9311,11523,3483,7397,7684,6505,8291,8363,9553,290,0,41,185,36,315,31,791,98,1670,185,3162,672,7873,1802,14459,2947,28007,6641,53078,9445,72256,6923,12369
,00:29:55,25.7,7619,8187,18508,5498,10803,7764,19218,11234,19227,11937,11473,13410,14022,11632,12357,11407,18005,11537,9168,17456,17810,6760,23287,11605,10307,9356,13336,9092,12643,10038,11450,11555,4852,11603,9768,12226,1896,18980,6600,10605,12786,3972,18418,11917,5590,1756,13121,14025,2783,7080,2945,4610,6717,9901,6114,7954,4136,4985,4971,11744,6968,8721,6367,9281,11533,3514,7385,7892,6554,8457,8549,9521,290,0,29,193,9,303,62,867,148,1652,230,3184,652,7928,1761,14453,2974,28281,6607,52249,9340,72830,6854,12616
,00:30:11,25.7,7517,8480,18766,5497,10960,7681,19761,11250,19702,12529,11544,13355,14292,11729,12724,11585,18285,11627,9259,17411,18508,6662,22876,11550,10156,9635,13544,8921,12799,9825,11712,11685,4827,11508,9956,12039,1899,19681,6697,10535,12925,3809,17820,12101,5803,1824,12778,14006,2850,7107,3046,4509,6882,10139,6175,7942,4391,5186,5035,11818,7070,8819,6387,9430,11563,3637,7416,7941,6671,8435,8657,9436,262,5,7,172,36,315,15,795,116,1673,228,3238,674,7762,1852,14342,3058,27683,6571,51753,9529,71979,6992,12559
,00:30:27,25.7,7473,8404,18656,5651,10765,7786,19621,11045,19547,12429,11771,13644,14311,11562,12294,11624,18539,11987,9154,17568,18164,6863,23345,11734,10184,9547,13383,9032,12604,10040,11532,11787,4866,11931,10005,12310,1903,19855,6819,10893,12879,4004,18683,11899,5651,1798,13346,14319,2872,7366,3108,4609,6878,10192,6115,8040,4237,5187,5137,12156,7148,8898,6133,9387,11702,3646,7490,7882,6597,8427,8644,9807,222,0,14,196,27,296,45,844,116,1661,239,3121,670,7760,1815,14644,2870,28346,6482,51690,9495,72463,6919,12181
,00:30:43,25.7,7600,8208,18627,5569,10901,7952,19785,11205,19477,12537,11672,13750,14241,11969,12818,11590,18567,11887,9306,17472,18019,6925,23638,11905,10161,9772,13592,9047,12999,9963,11692,11854,5052,11804,9971,12371,2013,19954,6556,10775,12999,4014,18677,12139,5823,1814,13196,13989,2910,7371,3046,4724,7200,10211,6219,8079,4204,5131,5061,11827,7338,8893,6296,9390,11680,3617,7515,8120,6857,8664,8739,9830,243,0,0,165,48,310,65,774,120,1641,147,3120,641,7849,1791,14501,3031,27498,6614,51679,9416,72129,7008,12553
,00:30:59,25.8,7520,8356,18661,5597,11086,7924,19407,11312,19736,12318,12004,13650,14488,12027,12830,11867,18643,11878,9468,17792,18662,6944,23883,11947,10163,9609,13758,9168,13058,9945,11698,11913,4875,11688,9863,12803,1973,19860,6878,11093,12866,3991,18440,12382,5749,1842,13432,14347,2898,7562,3062,4740,7123,10058,6257,8094,4519,5197,5209,12156,7249,9125,6412,9407,11692,3574,7805,7791,6816,8616,8673,10028,263,0,48,121,27,331,17,792,120,1691,195,3219,654,7862,1818,14289,2992,28219,6670,53025,9241,72756,7097,12460
,00:31:15,25.8,7502,8214,18639,5741,11221,8132,19991,11468,19332,12444,12117,13813,14639,12155,12744,11922,18429,11858,9574,17643,18494,6977,23762,12101,10365,9666,13656,9258,13144,10051,11620,12284,5010,11381,9990,12732,2028,20528,6859,10955,13461,4036,18883,12146,5899,1822,13444,14610,2846,7439,3176,4796,7155,10410,6393,8352,4428,5329,5157,12473,7290,9125,6456,9440,11952,3685,7616,7947,6917,8734,8975,10125,254,8,0,188,18,343,44,826,122,1701,226,3124,696,7855,1789,14500,2933,28037,6375,51492,9487,72560,6970,12763
,00:31:31,25.8,7675,8373,18458,5793,11274,7954,19694,11247,19973,12376,12268,14313,14476,11888,12874,12198,18336,11735,9601,17921,18247,6878,24087,12190,10199,9640,13877,9264,13019,10158,11871,11834,5034,11719,10342,12282,1966,19511,6831,11188,13256,3987,18756,12296,5843,1872,13588,14651,2894,7685,3151,4822,7355,10182,6314,8547,4515,5252,5200,12406,7435,9279,6582,9775,11859,3703,7697,7917,6909,8683,9116,10037,270,0,27,187,15,325,63,811,79,1715,187,3220,692,7866,1858,14494,2933,28348,6506,51893,9419,71175,6772,12540
,00:31:47,25.8,7625,8541,18842,5778,11137,8211,19782,11514,19686,12702,12014,14363,14826,12206,13151,12155,18637,12163,9515,17983,18654,6742,24585,12229,10523,9497,13904,9368,13284,10134,11867,12215,5128,11866,10153,12821,2081,20284,6758,11051,13336,4108,18393,12393,5860,1886,13602,14699,2973,7562,3205,4801,7206,10381,6449,8405,4768,5257,5335,12421,7282,9266,6720,9922,12241,3536,7707,8197,7062,8802,9092,10252,261,5,47,197,43,300,17,788,123,1693,233,3195,691,7802,1835,14419,2987,27523,6583,51830,9642,72406,6954,12455
,00:32:03,25.8,7927,8544,18757,5959,11144,8365,19954,11726,20037,12742,12356,14238,14919,12254,12930,12241,19029,12055,9611,17466,19136,6768,24371,12493,10479,9796,14045,9295,13349,10248,12024,12380,5015,12131,10419,12997,2009,20428,6820,11202,13502,4156,19140,12568,5945,1869,13859,14921,2907,7731,3187,4945,7358,10554,6645,8710,4767,5286,5372,12584,7607,9431,6812,9974,11937,3631,7936,8258,6847,9128,9268,10334,259,21,15,159,29,336,52,806,125,1639,211,3177,675,7906,1846,14561,2970,28553,6569,52550,9597,72986,7138,12278
,00:32:19,25.8,7623,8507,19189,5806,11418,8224,20083,11448,20320,12678,12466,14589,14991,12261,13191,12179,19250,12149,9666,17820,18632,7061,24667,12228,10502,10092,14100,9389,13280,10176,12049,12532,5106,12245,10566,12731,1977,20606,7020,11034,13548,4214,19026,12314,5963,1858,13763,15371,3007,7823,3127,4947,7615,10649,6560,8622,4630,5371,5574,12941,7652,9548,6800,10058,11991,3753,7731,8067,7090,8790,9409,10326,216,0,48,153,4,301,51,836,135,1642,204,3133,679,7669,1881,14398,2904,28437,6431,52122,9805,72490,7063,12438
,00:32:35,25.8,7758,8671,19112,5938,11331,8233,21107,11682,20867,12764,12155,14696,15132,12408,13281,12439,19102,11834,9827,18360,19077,7026,24579,12319,10675,10062,14537,9441,13694,10448,12345,12269,5234,12322,10442,12985,2022,19999,6962,11159,13166,4278,19081,12708,5957,1882,14065,15360,3063,7953,3183,5038,7627,10483,6653,8571,4739,5448,5549,12803,7760,9638,6749,9918,12207,3669,7789,8191,7002,9032,9243,10321,251,6,0,166,30,316,11,820,149,1653,217,3154,675,7660,1845,14816,2949,27392,6548,52339,9865,71969,6999,12449
,00:32:51,25.8,7599,8875,19252,5910,11549,8439,20762,11766,20166,12768,12439,14503,15350,12185,13429,12245,19382,12488,9673,18439,18776,7025,24409,12209,10527,10065,14783,9529,13653,10179,12221,12874,5252,11908,10673,13506,2056,20660,7057,11365,13630,4236,19269,12536,5904,1892,14124,15306,3028,7984,3292,5020,7518,10677,6705,8925,4885,5506,5649,12926,7886,9674,6645,10183,12154,3736,7928,8120,7216,9139,9558,10304,241,6,22,130,59,333,27,807,121,1653,222,3097,710,7788,1761,14592,2906,28593,6482,51779,9845,71903,7013,12556
,00:33:07,25.8,7854,8640,18901,5892,11421,8355,20784,11582,20406,12939,12559,14698,15372,12382,13545,12381,19614,12744,9820,18298,19326,6905,24677,12676,10437,10363,14494,9604,13732,10535,12846,12484,5272,12203,10773,13012,2027,20851,6934,11638,13461,4254,19308,12311,6083,2000,14103,15466,3050,7898,3248,5045,7621,10775,6828,8849,4962,5528,5627,13356,7910,9820,6970,10355,12313,3607,7892,8431,7267,8995,9713,10709,235,0,11,155,40,313,37,799,139,1627,218,3209,662,7680,1826,14455,2890,27608,6361,51810,9969,71775,7022,12416
,00:33:23,25.8,7951,9023,19645,5986,11673,8460,20570,11697,20470,13004,12588,14553,15348,12523,13593,12626,19338,12401,9950,18599,19153,6976,25046,12354,10542,10153,14462,9383,13699,10517,12457,12672,5270,12525,10931,13154,2083,20730,7168,11820,13473,4297,19410,12647,5986,1917,14369,15155,3080,8083,3274,5112,7721,11017,6893,9144,4975,5637,5678,13130,7932,9822,7058,10470,12462,3736,8067,8333,7156,9399,9612,10805,255,25,24,130,28,298,42,794,150,1678,186,3169,679,7907,1839,14128,2932,28374,6541,51385,9932,74089,6963,12367
,00:33:39,25.8,7991,9012,19141,5886,11693,8523,20646,11607,20398,13387,12529,14898,15621,12747,13790,12603,19524,12380,9965,18270,19140,7069,24764,12441,10783,10212,14686,9695,13892,10638,12368,12641,5338,12459,10960,13187,2098,21380,7092,11493,13746,4262,19584,12713,6111,1927,14478,15675,3089,8177,3354,5273,7840,10980,6852,9037,5063,5497,5809,13271,8188,9975,6801,10312,12350,3797,8031,8480,7541,9194,9682,10571,286,18,18,161,47,343,30,829,126,1629,177,3194,652,7832,1836,14398,2966,28172,6443,50488,9827,73098,7031,12518
,00:33:55,25.8,7955,9111,19783,5974,11711,8437,21262,11925,20715,13085,12711,14852,15493,12691,13762,12728,19469,12368,9797,18414,19312,7156,25545,12674,10958,10316,14652,9515,14020,10561,12667,12703,5340,12661,11126,13474,2105,21515,7182,11665,13838,4257,19792,12663,6098,1937,14382,15941,3105,8164,3327,5269,7926,10936,6997,9172,4974,5613,5770,13666,7894,10064,7184,10420,12225,3680,8278,8477,7251,9188,10013,10887,246,27,10,162,63,315,51,799,100,1660,181,3103,671,7668,1809,14228,2950,27528,6350,51422,10000,73671,7014,12295
,00:34:11,25.8,8001,9016,19878,6031,11927,8645,21514,12193,20699,12863,12817,15191,15804,12784,13580,12832,19740,12982,10013,18860,19312,7191,25595,12711,10915,10376,14730,9813,13934,10453,12606,12820,5449,12428,11217,13437,2087,21405,7203,11397,13720,4309,19342,12642,6256,1960,14612,15716,3038,8159,3358,5296,7735,11089,6980,9123,5193,5512,5907,13490,8308,9965,7070,10510,12816,3788,8235,8780,7315,9436,9925,11123,298,18,49,176,55,303,36,811,84,1682,175,3223,700,7854,1798,14333,2872,27889,6485,51809,10047,72050,6984,12434
,00:34:27,25.8,8088,9090,20218,6084,11890,8565,20878,12151,20951,13203,13055,15038,15876,13140,13734,12802,19354,13027,9988,18750,19789,7225,25749,12860,10995,10576,14817,10002,14173,10413,12463,12982,5465,12741,11101,13598,2149,21332,7226,11428,13960,4354,19603,12904,6345,1972,14731,16129,3105,8332,3346,5271,8088,11221,7112,9368,5120,5677,5991,13576,7941,10129,7238,10958,12513,3623,8265,8649,7452,9395,10150,11089,275,1,38,148,29,323,37,786,77,1612,202,3154,667,7730,1846,14382,2899,27875,6518,52080,9866,71888,7166,12090
,00:34:43,25.8,8139,9118,19969,6115,11834,8665,21152,12030,20510,13432,13063,14855,15942,12837,13892,13030,19786,12491,10458,19247,19532,7185,25593,13212,10984,10664,15002,9876,14148,10835,12686,12805,5444,12889,11426,13763,2132,21342,7168,11155,13914,4375,19556,12731,6359,1974,14478,16038,3212,8412,3400,5411,7931,11223,7133,9269,5345,5722,5971,13574,8241,9891,7368,10557,12556,3804,8567,8542,7562,9596,10296,10898,270,0,48,161,60,314,18,771,120,1695,228,3232,670,7728,1833,14169,2931,27923,6439,52101,9952,72456,6833,12369
,00:34:59,25.8,8084,9135,20174,6141,12067,8646,21500,12315,20592,13365,13152,15063,16051,13091,14095,13061,20089,12893,10172,19137,20086,7031,25981,12915,10940,10593,14991,9886,14241,10749,12970,12867,5487,12760,11489,13970,2164,20964,7075,10939,14373,4384,19795,13046,6312,2010,14857,16178,3209,8391,3438,5368,8119,11087,7216,9569,5304,5745,6065,13815,8468,10231,7263,10559,12596,3906,8381,8844,7496,9514,10302,11359,252,34,51,159,31,342,40,801,94,1626,218,3109,707,7791,1747,14515,2928,27487,6652,51204,10146,71728,6795,12426
,00:35:15,25.8,8192,9154,20153,6128,12120,8773,21890,12027,20780,13619,13325,15347,16133,12882,14161,12951,20094,13157,10518,19064,19586,7375,25756,13165,10778,10749,15277,9763,14305,10444,12929,13222,5476,12822,11506,13882,2208,21825,7244,11370,13880,4405,19955,13262,6239,1962,14905,15912,3218,8500,3454,5406,8211,11517,7153,9286,5452,5810,6037,13847,8420,10371,7323,10808,12780,3792,8399,8707,7679,9890,10446,11197,288,2,33,195,10,320,42,858,123,1694,180,3202,674,7826,1809,14526,2976,27571,6737,51268,9984,72354,6901,12340
,00:35:31,25.8,8198,9287,20296,6102,11996,8890,22219,12264,21401,13653,13299,15731,16331,13147,14242,13208,20201,12900,10370,19049,19789,7127,26132,13182,10681,10685,15127,9840,14450,10652,13096,12743,5538,13257,11571,14052,2191,21444,7304,11123,14213,4520,19943,13310,6424,2052,15374,16304,3270,8693,3468,5494,8397,11532,7216,9682,5383,5875,6274,14212,8562,10054,7402,10918,13132,3784,8299,8950,7611,9874,10520,11429,228,30,0,173,20,297,57,799,98,1646,204,3207,737,7686,1846,14127,2935,28027,6442,50452,9947,71235,7024,12289
,00:35:47,25.8,8273,9406,20468,6277,12757,8912,22144,12411,21287,13323,13203,15576,16367,13175,14212,12912,20398,12967,10328,19176,20319,7291,26638,13257,10961,10750,15183,9815,14128,10877,13116,13323,5726,12738,11410,13966,2256,21658,7464,11122,14318,4393,20553,13474,6355,1993,15387,16184,3255,8412,3524,5588,8468,11383,7349,9609,5578,5846,6188,14345,8672,10523,7338,11303,13227,3839,8341,8834,7824,9598,10665,11449,248,21,1,204,56,326,28,838,149,1690,220,3100,679,7653,1754,14503,3002,26848,6511,51635,10146,72856,6967,12367
,00:36:03,25.8,8188,9475,20471,6137,12183,8975,22287,12341,21220,13846,13340,15158,16522,13250,13973,13257,20469,13079,10399,18908,20514,7182,26101,13517,11101,10899,15564,9888,14255,10966,13343,13262,5643,13278,11755,14291,2261,22108,7333,11122,14556,4422,19976,13404,6580,2013,15289,16736,3282,8723,3555,5624,8334,11564,7196,9786,5714,5884,6310,14261,8745,10603,7518,11013,13004,3791,8570,9026,7928,9658,10778,11700,312,15,35,167,43,317,55,800,149,1657,195,3131,653,7574,1799,14510,3005,27260,6619,50874,10291,70986,6979,12372
,00:36:19,25.8,8121,9444,20320,6265,12451,8789,22508,12459,21192,13836,13346,15639,16741,13415,14349,13418,20321,13174,10550,19170,20389,7225,26997,13509,11196,10872,15375,10115,14625,10457,13241,13175,5720,13121,11672,14088,2295,21817,7511,11641,14749,4489,20522,13312,6493,2069,15423,16837,3262,8734,3545,5616,8658,11609,7399,9810,5758,5926,6346,14417,8720,10605,7519,11456,13235,3840,8677,8862,7645,10009,10694,11706,259,0,51,178,15,323,81,800,126,1674,183,3181,632,7804,1873,14406,2912,27769,6498,52161,10277,71962,6932,12335
,00:36:35,25.8,8277,9336,20478,6240,12138,8974,22792,12644,21447,13788,13470,16090,16695,13122,14515,13300,20162,13195,10438,19268,20302,7224,26485,13544,11241,11223,15731,10115,14467,11033,13256,13522,5663,13201,11802,14400,2298,22272,7401,11756,14621,4500,20075,13532,6511,2069,15526,16893,3337,8802,3569,5637,8376,11756,7643,9873,5697,5946,6414,14538,8968,10619,7731,11269,12834,3828,8794,9281,8011,9850,10923,11817,236,36,36,192,18,312,9,801,130,1724,203,3115,657,7798,1825,14392,2911,27908,6420,51122,10273,71992,6901,12336
,00:36:51,25.8,8264,9659,20344,6238,12379,8821,22273,12373,21246,14077,13578,15913,16929,13468,14658,13424,20324,13691,10488,19563,20838,7339,26992,13651,11331,10819,15774,10267,14525,10928,13492,13525,5776,13152,12023,14312,2298,22417,7387,11663,14647,4564,20745,13431,6559,2066,15597,16970,3335,8975,3569,5739,8395,11675,7527,9942,5777,6055,6579,14750,8815,10631,7570,11264,13118,3878,8688,9193,8117,9875,11191,11555,223,0,51,183,64,280,46,827,120,1690,225,3165,662,7755,1895,14105,2917,28568,6498,51547,10409,71562,6843,12151
,00:37:07,25.8,8265,9599,20596,6212,12742,9241,23050,12487,21095,14158,13536,15954,17148,13798,14719,13830,20548,13461,10900,19691,20720,7401,26879,13540,11272,11315,15820,10102,14836,11107,13578,13881,5712,13093,11979,14547,2262,22661,7464,12032,14531,4587,20372,13620,6444,2156,15534,16788,3412,8733,3597,5697,8803,11960,7676,10078,5882,5997,6357,14914,9019,10805,7752,11483,13573,3832,8753,9275,8123,10268,11165,11835,223,6,31,184,65,312,40,818,119,1619,215,3136,645,7614,1872,14184,2875,28137,6691,51307,10349,72517,6921,12474
